encounter_id,encounter_date,species_name,encounter_locality,encounter_adults,encounter_young,encounter_lat,encounter_lng,attractant_names,enctype_name,outcome_name,group_code
316814,2020-11-05 19:43:43,GRIZZLY BEAR,GOLDEN,1,0,52.9859916,-122.5013362,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
316734,2020-11-05 07:58:12,GRIZZLY BEAR,INVERMERE,1,0,50.5293862,-116.1482368,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
316726,2020-11-05 03:32:29,GRIZZLY BEAR,BELLA COOLA,1,2,52.3831831,-126.7516058,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
316597,2020-11-03 23:00:00,GRIZZLY BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
316586,2020-11-03 21:26:55,GRIZZLY BEAR,TRAIL,1,0,49.0944444,-117.7091667,NOT APPLICABLE,INJURED/DISTRESSED,NOT SPECIFIED,COS
316525,2020-11-03 02:42:50,GRIZZLY BEAR,,1,0,53.913051,-122.7452849,NOT APPLICABLE,INJURED/DISTRESSED,GONE ON ARRIVAL,COS
316490,2020-11-02 15:56:03,GRIZZLY BEAR,SMITHERS,1,0,54.7791667,-127.1761111,,SIGHTINGS,NOT SPECIFIED,COS
316325,2020-11-01 07:35:44,GRIZZLY BEAR,QUESNEL,1,2,53.1160192,-122.4282072,OTHER,SIGHTINGS,TRANSLOCATED,COS
316311,2020-11-01 00:26:39,GRIZZLY BEAR,BELLA COOLA,1,2,52.3831831,-126.7516058,FREEZER,SIGHTINGS,OTHER,COS
316268,2020-10-31 12:12:48,GRIZZLY BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
316406,2020-10-31 05:00:00,GRIZZLY BEAR,FERNIE,1,0,49.5041667,-115.0627778,,DEAD WILDLIFE,DESTROYED BY OTHER,COS
316218,2020-10-30 23:39:37,GRIZZLY BEAR,SQUAMISH,1,0,49.7682152,-123.1438123,GARBAGE,SIGHTINGS,OTHER,COS
316207,2020-10-30 21:26:53,GRIZZLY BEAR,BRACKENDALE,1,0,49.7643358,-123.1411474,NOT APPLICABLE,SIGHTINGS,OTHER,COS
316198,2020-10-30 19:02:06,GRIZZLY BEAR,BRACKENDALE,1,0,49.7635511,-123.1438349,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
316109,2020-10-30 07:26:06,GRIZZLY BEAR,INVERMERE,1,0,50.5302664,-116.1402058,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,TRAP SET - NO CAPTURE,COS
316084,2020-10-29 20:33:34,GRIZZLY BEAR,BRACKENDALE,1,0,49.7651633,-123.1411236,GARBAGE,SIGHTINGS,TRAP SET - NO CAPTURE,COS
315967,2020-10-28 14:15:18,GRIZZLY BEAR,NEW HAZELTON,1,0,55.2518928,-127.5903013,"COMPOST, GARBAGE",SIGHTINGS,DESTROYED BY COS,COS
315921,2020-10-28 08:20:08,GRIZZLY BEAR,MCBRIDE,1,0,53.3041667,-120.1638889,NOT APPLICABLE,AGGRESSIVE,ADVICE PROVIDED,COS
315882,2020-10-27 18:13:05,GRIZZLY BEAR,CHERRYVILLE,1,0,50.2415785,-118.617823,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,TRAP SET - NO CAPTURE,COS
316404,2020-10-27 15:30:00,GRIZZLY BEAR,TERRACE,1,0,54.5163889,-128.5997222,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
315836,2020-10-27 10:54:25,GRIZZLY BEAR,TATA CREEK,1,0,49.5955071,-115.8745433,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
315821,2020-10-27 09:30:00,GRIZZLY BEAR,SMITHERS,1,0,54.7923445,-127.1440164,,SIGHTINGS,TRAP SET - NO CAPTURE,COS
315666,2020-10-27 08:46:17,GRIZZLY BEAR,VALEMOUNT,1,0,52.8775885,-119.3056302,,DEAD WILDLIFE,OTHER,COS
315742,2020-10-26 15:39:30,GRIZZLY BEAR,WILMER,1,0,50.5414216,-116.0579597,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,TRAP SET - NO CAPTURE,COS
315738,2020-10-26 14:16:52,GRIZZLY BEAR,HAGENSBORG,1,0,52.3696411,-126.7533883,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
315732,2020-10-26 13:39:57,GRIZZLY BEAR,ROSSWOOD,1,0,54.8518124,-128.8111213,OTHER,FOOD CONDITIONED,ADVICE PROVIDED,COS
315775,2020-10-26 04:00:00,GRIZZLY BEAR,BELLA COOLA,1,0,52.3822178,-126.5871061,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
315635,2020-10-25 23:00:00,GRIZZLY BEAR,TERRACE,1,0,54.5163889,-128.5997222,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
315631,2020-10-25 22:20:00,GRIZZLY BEAR,BRACKENDALE,1,0,49.76915,-123.1538472,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
315733,2020-10-25 21:05:00,GRIZZLY BEAR,SMITHERS,1,0,54.7923232,-127.1364694,,SIGHTINGS,ADVICE PROVIDED,COS
315613,2020-10-25 18:25:00,GRIZZLY BEAR,SMITHERS,1,0,54.7973641,-127.1348951,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
315625,2020-10-25 16:00:00,GRIZZLY BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,OTHER,COS
315591,2020-10-25 15:34:32,GRIZZLY BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
315645,2020-10-25 10:26:13,GRIZZLY BEAR,SMITHERS,1,0,54.7947797,-127.1314396,LIVESTOCK,SIGHTINGS,SHORT-DISTANCE RELOCATION,COS
315569,2020-10-25 07:57:56,GRIZZLY BEAR,CRESTON,1,0,49.148258,-116.4662174,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
315543,2020-10-24 18:30:00,GRIZZLY BEAR,ROSSWOOD,1,0,54.8383211,-128.7849635,LIVESTOCK,FOOD CONDITIONED,ADVICE PROVIDED,COS
315528,2020-10-24 16:50:01,GRIZZLY BEAR,ARROW CREEK,1,0,49.1487901,-116.464339,LIVESTOCK,FOOD CONDITIONED,OTHER,COS
315490,2020-10-24 11:18:42,GRIZZLY BEAR,SMITHERS,1,0,54.790712,-127.1362997,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
315459,2020-10-24 04:51:35,GRIZZLY BEAR,BELLA COOLA,1,2,52.3652605,-126.7020988,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
315399,2020-10-23 11:54:15,GRIZZLY BEAR,SMITHERS,1,0,54.7870957,-127.1349516,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
315398,2020-10-23 11:10:15,GRIZZLY BEAR,SICAMOUS,1,0,50.8772718,-118.9342642,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
315365,2020-10-23 07:44:09,GRIZZLY BEAR,SMITHERS,1,0,54.7791667,-127.1761111,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
315672,2020-10-23 00:00:00,GRIZZLY BEAR,SMITHERS,1,0,54.7924626,-127.141743,RESIDENTIAL - FRUIT TREES/BERRIES,SIGHTINGS,TRAP SET - NO CAPTURE,COS
315349,2020-10-22 20:12:26,GRIZZLY BEAR,DUNSTER,1,0,53.1617202,-119.8516776,LIVESTOCK,SIGHTINGS,ADVICE PROVIDED,COS
315313,2020-10-22 12:59:34,GRIZZLY BEAR,SQAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
315262,2020-10-22 08:04:07,GRIZZLY BEAR,BEAVERDELL,1,0,49.4783941,-119.0465514,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
315196,2020-10-21 17:14:50,GRIZZLY BEAR,VANDERHOOF,1,0,53.9862145,-124.0098502,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
315172,2020-10-21 14:23:56,GRIZZLY BEAR,VANDERHOOF,1,0,53.8357742,-123.703374,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
315142,2020-10-21 10:47:46,GRIZZLY BEAR,CRANBROOK,1,0,49.5080556,-115.7469444,NOT APPLICABLE,INJURED/DISTRESSED,ADVICE PROVIDED,COS
315139,2020-10-21 10:32:01,GRIZZLY BEAR,HAGENSBORG,1,0,52.3855592,-126.5896096,OTHER,AGGRESSIVE,ADVICE PROVIDED,COS
315128,2020-10-21 09:32:29,GRIZZLY BEAR,CRANBROOK,1,0,49.5943386,-115.9186341,OTHER,SIGHTINGS,ADVICE PROVIDED,COS
315081,2020-10-20 23:50:04,GRIZZLY BEAR,TACHET,1,0,54.6529892,-124.7321821,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
315117,2020-10-20 21:06:08,GRIZZLY BEAR,BELLA COOLA,1,0,52.3643883,-126.7101823,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,ADVICE PROVIDED,COS
315234,2020-10-20 20:06:07,GRIZZLY BEAR,FERNIE,1,0,49.5041667,-115.0627778,NOT APPLICABLE,INJURED/DISTRESSED,ADVICE PROVIDED,COS
315063,2020-10-20 13:52:25,GRIZZLY BEAR,LIKELY,1,0,52.6185933,-121.5763313,NOT APPLICABLE,SIGHTINGS,SHORT-DISTANCE RELOCATION,COS
315054,2020-10-20 12:57:53,GRIZZLY BEAR,CECIL LAKE,1,0,56.5519352,-120.3568025,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
315024,2020-10-20 10:33:00,GRIZZLY BEAR,KIMBERLEY,1,0,49.6962352,-115.8808669,LIVESTOCK,DAMAGE TO PROPERTY,NOT SPECIFIED,COS
314999,2020-10-20 07:53:53,GRIZZLY BEAR,MEADOW CREEK,1,0,49.9269852,-126.6570015,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
314998,2020-10-20 07:48:09,GRIZZLY BEAR,KIMBERLEY,1,0,49.6910426,-115.9175545,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,NOT SPECIFIED,COS
314850,2020-10-19 08:42:57,GRIZZLY BEAR,LIKELY,1,0,52.6166037,-121.5513759,RESIDENTIAL - VEGETABLE GARDEN,DEAD WILDLIFE,OTHER,COS
314830,2020-10-19 08:26:59,GRIZZLY BEAR,NEW AIYANSH,1,0,55.2039351,-129.0810146,,ORPHANED,ADVICE PROVIDED,COS
314944,2020-10-19 02:30:00,GRIZZLY BEAR,KINGCOME INLET,1,0,50.9498213,-126.2015151,,SIGHTINGS,DESTROYED BY COS,COS
314818,2020-10-19 00:44:25,GRIZZLY BEAR,BELLA COOLA,1,2,52.3831831,-126.7516058,GARBAGE,FOOD CONDITIONED,HAZED,COS
314800,2020-10-18 19:53:46,GRIZZLY BEAR,TATA CREEK,6,0,49.8102594,-126.0708609,"FREEZER, LIVESTOCK",SIGHTINGS,ADVICE PROVIDED,COS
314772,2020-10-18 12:51:57,GRIZZLY BEAR,BELLA COOLA,1,0,52.398226,-126.4881933,FREEZER,SIGHTINGS,ADVICE PROVIDED,COS
314721,2020-10-17 19:48:00,GRIZZLY BEAR,SPARWOOD,1,0,49.7333333,-114.8858333,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
314705,2020-10-17 18:08:17,GRIZZLY BEAR,NEW AIYANSH,1,0,55.219999,-129.0918341,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
314670,2020-10-17 10:08:12,GRIZZLY BEAR,BELLA COOLA,1,0,52.3613044,-126.7016875,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
314614,2020-10-17 04:10:40,GRIZZLY BEAR,BELLA COOLA,1,3,52.3648911,-126.7022027,NOT APPLICABLE,AGGRESSIVE,DESTROYED BY COS,COS
314585,2020-10-16 18:47:54,GRIZZLY BEAR,KIMBERLEY,1,0,49.7004467,-115.9189206,"LIVESTOCK, LIVESTOCK FEED",SIGHTINGS,ADVICE PROVIDED,COS
314572,2020-10-16 17:09:28,GRIZZLY BEAR,KITIMAT,1,0,54.0430498,-128.6494713,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
314627,2020-10-16 16:12:00,GRIZZLY BEAR,BELLA COOLA,1,0,52.3831831,-126.7516058,NOT APPLICABLE,SIGHTINGS,DESTROYED BY COS,COS
314559,2020-10-16 09:49:09,GRIZZLY BEAR,MEADOWBROOK,1,0,49.2665007,-122.7846434,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
314854,2020-10-16 01:00:00,GRIZZLY BEAR,HOSMER,1,0,49.587889,-114.9594621,,DAMAGE TO PROPERTY,ADVICE PROVIDED,COS
314473,2020-10-15 13:33:01,GRIZZLY BEAR,LIKELY,1,0,52.5792324,-121.534558,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
314484,2020-10-14 21:00:00,GRIZZLY BEAR,SPARWOOD,1,0,49.8085599,-114.8913886,"GARBAGE, LIVESTOCK, OTHER",FOOD CONDITIONED,ADVICE PROVIDED,COS
314376,2020-10-14 17:45:00,GRIZZLY BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
314356,2020-10-14 14:29:06,GRIZZLY BEAR,,1,0,53.913051,-122.7452849,NOT APPLICABLE,SIGHTINGS,OTHER,COS
314349,2020-10-14 12:20:00,GRIZZLY BEAR,MALAKWA,4,0,50.9521458,-118.769923,RESIDENTIAL - FRUIT TREES/BERRIES,SIGHTINGS,ADVICE PROVIDED,COS
314332,2020-10-14 11:02:12,GRIZZLY BEAR,KIMBERLEY,1,0,49.6985664,-115.9078015,LIVESTOCK,FOOD CONDITIONED,ADVICE PROVIDED,COS
314302,2020-10-14 08:22:40,GRIZZLY BEAR,HAGENSBORG,1,3,52.3871638,-126.5399389,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,GONE ON ARRIVAL,COS
314253,2020-10-13 18:00:36,GRIZZLY BEAR,TERRACE,0,1,54.4688138,-128.7259295,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,TRANSFERRED TO REHAB,COS
314231,2020-10-13 13:47:47,GRIZZLY BEAR,GITANYOW,7,0,55.2665195,-128.0684521,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
314192,2020-10-13 10:15:49,GRIZZLY BEAR,GITANYOW,7,0,55.2665195,-128.0684521,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
314169,2020-10-12 17:00:00,GRIZZLY BEAR,BULL RIVER,2,0,49.7480528,-115.2413299,,AGGRESSIVE,GONE ON ARRIVAL,COS
315736,2020-10-12 13:52:00,GRIZZLY BEAR,FORT FRASER,1,0,54.0415257,-124.4420729,,LIVESTOCK/PETS - KILLED/INJURED,OTHER,COS
314035,2020-10-11 15:33:35,GRIZZLY BEAR,SMITHERS,1,0,54.7791667,-127.1761111,LIVESTOCK,SIGHTINGS,TRAP SET - NO CAPTURE,COS
313986,2020-10-11 08:51:43,GRIZZLY BEAR,PRINCE GEORGE,1,0,53.8706578,-122.7815633,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
313963,2020-10-10 22:05:18,GRIZZLY BEAR,LIKELY,1,0,52.5740217,-121.5329231,LIVESTOCK,SIGHTINGS,ADVICE PROVIDED,COS
313914,2020-10-10 09:32:51,GRIZZLY BEAR,FERNIE,1,2,49.5041667,-115.0627778,NOT APPLICABLE,HUMAN INJURY/DEATH,ADVICE PROVIDED,COS
313868,2020-10-09 21:08:00,GRIZZLY BEAR,ELKFORD,1,0,49.9391962,-114.9098148,LIVESTOCK,SIGHTINGS,DESTROYED BY COS,COS
313845,2020-10-09 14:23:00,GRIZZLY BEAR,HAGENSBORG,1,0,52.3831894,-126.5515993,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
313839,2020-10-09 13:23:41,GRIZZLY BEAR,KITIMAT,0,1,54.0462637,-128.6623455,NOT APPLICABLE,SIGHTINGS,DESTROYED BY COS,COS
313814,2020-10-09 09:38:44,GRIZZLY BEAR,WUIKINUXV,1,0,51.6819334,-127.2459795,GARBAGE,SIGHTINGS,ADVICE PROVIDED,COS
313797,2020-10-09 08:05:40,GRIZZLY BEAR,TERRACE,1,0,54.5163889,-128.5997222,GARBAGE,FOOD CONDITIONED,DESTROYED BY COS,COS
313794,2020-10-09 07:49:27,GRIZZLY BEAR,GOLD BRIDGE,1,0,50.8498784,-122.8347346,NOT APPLICABLE,SIGHTINGS,DESTROYED BY OTHER,COS
313746,2020-10-08 17:53:02,GRIZZLY BEAR,FERNIE,1,0,49.5041667,-115.0627778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
314165,2020-10-08 16:40:00,GRIZZLY BEAR,THORNHILL,1,0,54.5200472,-128.5185549,,SIGHTINGS,ADVICE PROVIDED,COS
313741,2020-10-08 15:30:00,GRIZZLY BEAR,HAGENSBORG,1,0,52.3831894,-126.5515993,NOT APPLICABLE,SIGHTINGS,OTHER,COS
313683,2020-10-08 08:25:33,GRIZZLY BEAR,MCBRIDE,1,0,53.3041667,-120.1638889,NOT APPLICABLE,DEAD WILDLIFE,NOT SPECIFIED,COS
313636,2020-10-07 18:10:58,GRIZZLY BEAR,SPARWOOD,1,0,49.8524459,-114.9151949,LIVESTOCK,INJURED/DISTRESSED,TRAP SET - NO CAPTURE,COS
313604,2020-10-07 14:13:33,GRIZZLY BEAR,SPARWOOD,1,0,49.7333333,-114.8858333,OTHER,SIGHTINGS,ADVICE PROVIDED,COS
313562,2020-10-07 10:00:41,GRIZZLY BEAR,PENTICTON,1,0,49.492561,-119.5477518,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
313555,2020-10-07 09:36:46,GRIZZLY BEAR,KITWANGA,1,0,55.1938759,-128.0525336,RESIDENTIAL - FRUIT TREES/BERRIES,OTHER,OTHER,COS
313375,2020-10-07 09:13:31,GRIZZLY BEAR,SMITHERS,1,0,54.7791667,-127.1761111,"GARBAGE, OTHER",AGGRESSIVE,DESTROYED BY COS,COS
313552,2020-10-07 08:44:22,GRIZZLY BEAR,GRASMERE,1,0,49.110988,-115.0879905,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
313489,2020-10-06 15:45:00,GRIZZLY BEAR,TERRACE,1,0,54.5163889,-128.5997222,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
313452,2020-10-06 13:17:14,GRIZZLY BEAR,BEAR LAKE,1,2,54.499951,-122.6681685,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
313405,2020-10-06 09:07:54,GRIZZLY BEAR,GRASMERE,1,2,49.1772739,-115.1133793,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,ADVICE PROVIDED,COS
313297,2020-10-05 14:28:39,GRIZZLY BEAR,FORT ST JAMES,1,0,54.4444444,-124.2591667,"WILDLIFE - HUNTER KILL, OTHER",SIGHTINGS,OTHER,COS
313288,2020-10-05 13:48:08,GRIZZLY BEAR,CASTLEGAR,1,0,49.3244444,-117.6669444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
313250,2020-10-05 10:20:18,GRIZZLY BEAR,100 MILE HOUSE,1,0,51.6427778,-121.2955556,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
313178,2020-10-04 19:21:50,GRIZZLY BEAR,CANAL FLATS,1,0,50.1602778,-115.8088889,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
313170,2020-10-04 17:59:36,GRIZZLY BEAR,GRASMERE,2,0,49.1338786,-115.0910564,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,ADVICE PROVIDED,COS
313358,2020-10-03 17:55:53,GRIZZLY BEAR,POWELL RIVER,0,1,49.8616928,-124.5174485,GARBAGE,SIGHTINGS,ADVICE PROVIDED,COS
313180,2020-10-03 13:53:09,GRIZZLY BEAR,KAMLOOPS,1,0,50.6399953,-120.3777739,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
313053,2020-10-03 08:33:14,GRIZZLY BEAR,DEASE LAKE,1,0,58.4331298,-130.0259713,NOT APPLICABLE,AGGRESSIVE,NOT SPECIFIED,COS
313046,2020-10-03 07:45:25,GRIZZLY BEAR,SPARWOOD,1,0,49.8222738,-114.9006184,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,NOT SPECIFIED,COS
312995,2020-10-02 17:22:48,GRIZZLY BEAR,BIG CREEK,1,0,51.7286045,-123.001705,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
312984,2020-10-02 15:07:25,GRIZZLY BEAR,WHISTLER,1,0,50.1310547,-122.98049,NOT APPLICABLE,AGGRESSIVE,NOT SPECIFIED,COS
312963,2020-10-02 12:40:04,GRIZZLY BEAR,KELOWNA,1,0,49.8880556,-119.4955556,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
312947,2020-10-02 09:30:00,GRIZZLY BEAR,CRANBROOK,1,0,49.5547248,-115.7667556,NOT APPLICABLE,SIGHTINGS,HAZED,COS
312932,2020-10-02 08:41:31,GRIZZLY BEAR,REVELSTOKE,1,0,50.9988889,-118.1958333,RESIDENTIAL - FRUIT TREES/BERRIES,SIGHTINGS,ADVICE PROVIDED,COS
312915,2020-10-02 06:17:53,GRIZZLY BEAR,SQUAMISH,1,0,50.1310547,-122.98049,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
312902,2020-10-01 22:23:20,GRIZZLY BEAR,,1,0,53.913051,-122.7452849,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
312879,2020-10-01 17:49:57,GRIZZLY BEAR,KITWANGA,1,0,55.1938759,-128.0525336,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
314226,2020-10-01 13:00:00,GRIZZLY BEAR,MALAKWA,9,0,50.9507195,-118.7703411,,SIGHTINGS,ADVICE PROVIDED,COS
312724,2020-09-30 19:00:00,GRIZZLY BEAR,KITWANGA,2,1,55.1938759,-128.0525336,,SIGHTINGS,ADVICE PROVIDED,COS
312685,2020-09-30 15:05:20,GRIZZLY BEAR,KIMBERLEY,1,0,49.6683037,-115.9745396,NOT APPLICABLE,DEAD WILDLIFE,DESTROYED BY OTHER,COS
312643,2020-09-30 10:42:29,GRIZZLY BEAR,GITANYOW,1,0,55.2665195,-128.0684521,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
312634,2020-09-30 10:04:18,GRIZZLY BEAR,WONOWON,1,0,56.7332444,-121.801464,NOT APPLICABLE,FOOD CONDITIONED,ADVICE PROVIDED,COS
312558,2020-09-30 02:22:49,GRIZZLY BEAR,GITANYOW,1,0,55.2645624,-128.0640057,GARBAGE,AGGRESSIVE,ADVICE PROVIDED,COS
312583,2020-09-29 20:51:47,GRIZZLY BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
312579,2020-09-29 19:47:25,GRIZZLY BEAR,GITANYOW,1,0,55.2665195,-128.0684521,GARBAGE,SIGHTINGS,ADVICE PROVIDED,COS
312544,2020-09-29 16:16:09,GRIZZLY BEAR,GITANYOW,2,4,55.2720263,-128.0769026,OTHER,FOOD CONDITIONED,DESTROYED BY COS,COS
312521,2020-09-29 13:44:46,GRIZZLY BEAR,GITANYOW,1,0,55.2665195,-128.0684521,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
312514,2020-09-29 13:06:07,GRIZZLY BEAR,PENTICTON,1,0,49.5008333,-119.5938889,,SIGHTINGS,NOT SPECIFIED,COS
312471,2020-09-29 08:45:35,GRIZZLY BEAR,HAGENSBORG,1,3,52.3871638,-126.5399389,NOT APPLICABLE,SIGHTINGS,HAZED,COS
312325,2020-09-28 11:10:04,GRIZZLY BEAR,COLUMBIA VALLEY,1,0,49.1911148,-121.9357183,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,ADVICE PROVIDED,COS
312314,2020-09-28 10:20:18,GRIZZLY BEAR,GOLDEN,1,0,51.2977778,-116.9647222,,AGGRESSIVE,NOT SPECIFIED,COS
312235,2020-09-27 18:30:10,GRIZZLY BEAR,BRACKENDALE,1,0,49.7597577,-123.1419604,NOT APPLICABLE,SIGHTINGS,TRANSLOCATED,COS
312220,2020-09-27 17:29:50,GRIZZLY BEAR,GITANYAW,4,0,55.2732829,-128.0758798,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
312223,2020-09-27 17:23:27,GRIZZLY BEAR,REVELSTOKE,1,0,50.9988889,-118.1958333,,SIGHTINGS,OTHER,COS
312219,2020-09-27 17:01:01,GRIZZLY BEAR,BRACKENDALE,1,0,49.7590244,-123.1376737,RESIDENTIAL - FRUIT TREES/BERRIES,SIGHTINGS,GONE ON ARRIVAL,COS
312204,2020-09-27 14:45:15,GRIZZLY BEAR,SMITHERS,1,0,54.9185678,-127.2749455,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
312146,2020-09-27 09:11:09,GRIZZLY BEAR,PORT MCNIELL,2,0,50.5894444,-127.0836111,OTHER,FOOD CONDITIONED,ADVICE PROVIDED,COS
312140,2020-09-27 08:43:05,GRIZZLY BEAR,SPARWOOD,1,0,49.7602574,-114.8992884,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
312134,2020-09-27 08:13:06,GRIZZLY BEAR,BRACKENDALE,1,0,49.7665039,-123.1513394,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
312133,2020-09-27 07:59:34,GRIZZLY BEAR,SMITHERS,1,0,54.7791667,-127.1761111,NOT APPLICABLE,SIGHTINGS,TRAP SET - NO CAPTURE,COS
312132,2020-09-27 07:52:28,GRIZZLY BEAR,BRACKENDALE,1,0,49.7665039,-123.1513394,,SIGHTINGS,GONE ON ARRIVAL,COS
312104,2020-09-26 19:10:19,GRIZZLY BEAR,SQUAMISH,1,0,50.1310547,-122.98049,NOT APPLICABLE,SIGHTINGS,OTHER,COS
312098,2020-09-26 15:19:00,GRIZZLY BEAR,WILLIAMS LAKE,1,0,52.1291667,-122.14,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
312165,2020-09-25 23:35:38,GRIZZLY BEAR,MACKENZIE,1,2,55.3244444,-123.0927778,NOT APPLICABLE,HUMAN INJURY/DEATH,GONE ON ARRIVAL,COS
312421,2020-09-25 23:30:00,GRIZZLY BEAR,TERMINUS MOUNTAIN,1,0,48.8480724,-123.4533249,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
311981,2020-09-25 12:35:50,GRIZZLY BEAR,FERNIE,1,0,49.5041667,-115.0627778,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
311816,2020-09-24 08:45:07,GRIZZLY BEAR,LUMBY,1,0,50.3644965,-118.7568017,RESIDENTIAL - VEGETABLE GARDEN,SIGHTINGS,OTHER,COS
311803,2020-09-24 06:01:48,GRIZZLY BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
